item_id,score,response_chars,empty_content,disposition,finish_reason
865,1.0,519,0,correct,stop
866,1.0,698,0,correct,stop
867,1.0,272,0,correct,stop
868,1.0,330,0,correct,stop
869,1.0,323,0,correct,stop
870,1.0,352,0,correct,stop
871,1.0,411,0,correct,stop
872,1.0,465,0,correct,stop
873,1.0,434,0,correct,stop
874,1.0,275,0,correct,stop
875,1.0,296,0,correct,stop
876,1.0,557,0,correct,stop
877,1.0,539,0,correct,stop
878,1.0,357,0,correct,stop
879,1.0,384,0,correct,stop
880,1.0,384,0,correct,stop
881,1.0,429,0,correct,stop
882,1.0,560,0,correct,stop
883,1.0,465,0,correct,stop
884,1.0,244,0,correct,stop
885,1.0,413,0,correct,stop
886,1.0,403,0,correct,stop
887,1.0,380,0,correct,stop
888,1.0,251,0,correct,stop
889,1.0,364,0,correct,stop
890,1.0,632,0,correct,stop
891,1.0,444,0,correct,stop
892,1.0,463,0,correct,stop
893,1.0,170,0,correct,stop
894,1.0,571,0,correct,stop
895,1.0,346,0,correct,stop
896,1.0,302,0,correct,stop
897,1.0,507,0,correct,stop
898,1.0,411,0,correct,stop
899,1.0,279,0,correct,stop
900,1.0,394,0,correct,stop
901,1.0,878,0,correct,stop
902,1.0,459,0,correct,stop
903,1.0,489,0,correct,stop
904,1.0,283,0,correct,stop
905,1.0,406,0,correct,stop
906,1.0,341,0,correct,stop
907,1.0,142,0,correct,stop
908,1.0,392,0,correct,stop
909,1.0,562,0,correct,stop
910,1.0,277,0,correct,stop
911,1.0,305,0,correct,stop
912,1.0,349,0,correct,stop
913,1.0,521,0,correct,stop
914,1.0,340,0,correct,stop
915,1.0,339,0,correct,stop
916,1.0,671,0,correct,stop
917,1.0,129,0,correct,stop
918,1.0,431,0,correct,stop
919,0.0,540,0,wrong,stop
920,1.0,385,0,correct,stop
921,1.0,308,0,correct,stop
922,1.0,528,0,correct,stop
923,0.0,602,0,wrong,stop
924,1.0,502,0,correct,stop
925,1.0,412,0,correct,stop
926,1.0,593,0,correct,stop
927,1.0,483,0,correct,stop
928,1.0,369,0,correct,stop
929,1.0,433,0,correct,stop
930,1.0,337,0,correct,stop
931,1.0,921,0,correct,stop
932,1.0,637,0,correct,stop
933,1.0,390,0,correct,stop
934,1.0,309,0,correct,stop
935,0.0,674,0,wrong,stop
936,1.0,636,0,correct,stop
937,1.0,493,0,correct,stop
938,1.0,437,0,correct,stop
939,1.0,389,0,correct,stop
940,1.0,495,0,correct,stop
941,1.0,465,0,correct,stop
942,0.0,568,0,wrong,stop
943,1.0,477,0,correct,stop
944,1.0,296,0,correct,stop
945,1.0,793,0,correct,stop
946,1.0,289,0,correct,stop
947,1.0,320,0,correct,stop
948,1.0,465,0,correct,stop
949,1.0,241,0,correct,stop
950,1.0,656,0,correct,stop
951,1.0,505,0,correct,stop
952,0.0,414,0,wrong,stop
953,0.0,1034,0,wrong,stop
954,1.0,665,0,correct,stop
955,1.0,517,0,correct,stop
956,1.0,518,0,correct,stop
957,1.0,171,0,correct,stop
958,1.0,414,0,correct,stop
959,1.0,642,0,correct,stop
960,1.0,585,0,correct,stop
961,1.0,561,0,correct,stop
962,1.0,357,0,correct,stop
963,1.0,735,0,correct,stop
964,1.0,258,0,correct,stop
965,1.0,615,0,correct,stop
966,1.0,420,0,correct,stop
967,1.0,346,0,correct,stop
968,1.0,381,0,correct,stop
969,1.0,403,0,correct,stop
970,1.0,334,0,correct,stop
971,1.0,551,0,correct,stop
972,1.0,679,0,correct,stop
973,1.0,351,0,correct,stop
974,1.0,337,0,correct,stop
975,1.0,382,0,correct,stop
976,1.0,517,0,correct,stop
977,1.0,340,0,correct,stop
978,1.0,300,0,correct,stop
979,1.0,514,0,correct,stop
980,1.0,425,0,correct,stop
981,1.0,367,0,correct,stop
982,1.0,537,0,correct,stop
983,1.0,306,0,correct,stop
984,0.0,589,0,wrong,stop
985,1.0,188,0,correct,stop
986,0.0,427,0,wrong,stop
987,0.0,533,0,wrong,stop
988,0.0,336,0,wrong,stop
989,1.0,460,0,correct,stop
990,1.0,728,0,correct,stop
991,1.0,628,0,correct,stop
992,1.0,436,0,correct,stop
993,1.0,645,0,correct,stop
994,1.0,450,0,correct,stop
995,1.0,462,0,correct,stop
996,1.0,557,0,correct,stop
997,1.0,407,0,correct,stop
998,1.0,364,0,correct,stop
999,1.0,588,0,correct,stop
1000,1.0,415,0,correct,stop
1001,0.0,559,0,wrong,stop
1002,1.0,288,0,correct,stop
1003,0.0,583,0,wrong,stop
1004,1.0,422,0,correct,stop
1005,1.0,460,0,correct,stop
1006,0.0,478,0,wrong,stop
1007,1.0,348,0,correct,stop
1008,1.0,273,0,correct,stop
1009,1.0,474,0,correct,stop
1010,1.0,487,0,correct,stop
1011,1.0,618,0,correct,stop
1012,1.0,647,0,correct,stop
1013,1.0,389,0,correct,stop
1014,1.0,496,0,correct,stop
1015,1.0,466,0,correct,stop
1016,0.0,555,0,wrong,stop
1017,1.0,464,0,correct,stop
1018,1.0,239,0,correct,stop
1019,1.0,505,0,correct,stop
1020,1.0,376,0,correct,stop
1021,1.0,661,0,correct,stop
1022,1.0,740,0,correct,stop
1023,1.0,397,0,correct,stop
1024,1.0,237,0,correct,stop
1025,1.0,415,0,correct,stop
1026,1.0,506,0,correct,stop
1027,1.0,686,0,correct,stop
1028,1.0,362,0,correct,stop
1029,1.0,647,0,correct,stop
1030,1.0,883,0,correct,stop
1031,1.0,513,0,correct,stop
1032,1.0,388,0,correct,stop
1033,0.0,369,0,wrong,stop
1034,1.0,134,0,correct,stop
1035,1.0,504,0,correct,stop
1036,1.0,319,0,correct,stop
1037,1.0,317,0,correct,stop
1038,0.0,655,0,wrong,stop
1039,0.0,537,0,wrong,stop
1040,1.0,357,0,correct,stop
1041,1.0,443,0,correct,stop
1042,1.0,546,0,correct,stop
1043,1.0,452,0,correct,stop
1044,1.0,355,0,correct,stop
1045,1.0,679,0,correct,stop
1046,0.0,567,0,wrong,stop
1047,1.0,636,0,correct,stop
1048,0.0,547,0,wrong,stop
1049,1.0,371,0,correct,stop
1050,1.0,245,0,correct,stop
1051,1.0,256,0,correct,stop
1052,0.0,324,0,wrong,stop
1053,1.0,304,0,correct,stop
1054,1.0,398,0,correct,stop
1055,1.0,280,0,correct,stop
1056,1.0,478,0,correct,stop
1057,1.0,377,0,correct,stop
1058,1.0,272,0,correct,stop
1059,0.0,415,0,wrong,stop
1060,1.0,508,0,correct,stop
1061,1.0,511,0,correct,stop
1062,1.0,308,0,correct,stop
1063,1.0,323,0,correct,stop
1064,1.0,327,0,correct,stop
1065,1.0,305,0,correct,stop
1066,1.0,345,0,correct,stop
1067,0.0,422,0,wrong,stop
1068,1.0,425,0,correct,stop
1069,1.0,461,0,correct,stop
1070,0.0,772,0,wrong,stop
1071,1.0,558,0,correct,stop
1072,1.0,251,0,correct,stop
1073,1.0,631,0,correct,stop
1074,1.0,363,0,correct,stop
1075,1.0,555,0,correct,stop
1076,1.0,422,0,correct,stop
1077,1.0,817,0,correct,stop
1078,1.0,365,0,correct,stop
1079,1.0,567,0,correct,stop
1080,1.0,453,0,correct,stop
1081,1.0,289,0,correct,stop
1082,0.0,886,0,wrong,stop
1083,1.0,463,0,correct,stop
1084,1.0,408,0,correct,stop
1085,1.0,314,0,correct,stop
1086,1.0,634,0,correct,stop
1087,1.0,309,0,correct,stop
1088,1.0,711,0,correct,stop
1089,1.0,653,0,correct,stop
1090,1.0,513,0,correct,stop
1091,1.0,390,0,correct,stop
1092,0.0,702,0,wrong,stop
1093,1.0,481,0,correct,stop
1094,1.0,541,0,correct,stop
1095,1.0,407,0,correct,stop
1096,1.0,582,0,correct,stop
1097,1.0,394,0,correct,stop
1098,1.0,273,0,correct,stop
1099,1.0,377,0,correct,stop
1100,1.0,461,0,correct,stop
1101,1.0,312,0,correct,stop
1102,1.0,559,0,correct,stop
1103,1.0,855,0,correct,stop
1104,1.0,267,0,correct,stop
1105,0.0,646,0,wrong,stop
1106,1.0,277,0,correct,stop
1107,1.0,401,0,correct,stop
1108,1.0,196,0,correct,stop
1109,1.0,560,0,correct,stop
1110,1.0,763,0,correct,stop
1111,1.0,292,0,correct,stop
1112,1.0,307,0,correct,stop
1113,1.0,153,0,correct,stop
1114,1.0,284,0,correct,stop
1115,1.0,521,0,correct,stop
1116,1.0,276,0,correct,stop
1117,1.0,359,0,correct,stop
1118,1.0,538,0,correct,stop
1119,0.0,408,0,wrong,stop
1120,1.0,317,0,correct,stop
1121,1.0,257,0,correct,stop
1122,1.0,690,0,correct,stop
1123,1.0,420,0,correct,stop
1124,1.0,706,0,correct,stop
1125,1.0,409,0,correct,stop
1126,1.0,253,0,correct,stop
1127,1.0,454,0,correct,stop
1128,1.0,361,0,correct,stop
1129,1.0,733,0,correct,stop
1130,1.0,562,0,correct,stop
1131,1.0,458,0,correct,stop
1132,1.0,494,0,correct,stop
1133,1.0,851,0,correct,stop
1134,1.0,324,0,correct,stop
1135,1.0,383,0,correct,stop
1136,1.0,296,0,correct,stop
1137,1.0,814,0,correct,stop
1138,1.0,437,0,correct,stop
1139,0.0,528,0,wrong,stop
1140,1.0,560,0,correct,stop
1141,1.0,319,0,correct,stop
1142,1.0,489,0,correct,stop
1143,1.0,238,0,correct,stop
1144,1.0,508,0,correct,stop
1145,1.0,617,0,correct,stop
1146,0.0,598,0,wrong,stop
1147,1.0,465,0,correct,stop
1148,1.0,125,0,correct,stop
1149,1.0,322,0,correct,stop
1150,1.0,226,0,correct,stop
1151,1.0,381,0,correct,stop
1152,1.0,631,0,correct,stop
1153,1.0,505,0,correct,stop
1154,1.0,328,0,correct,stop
1155,1.0,368,0,correct,stop
1156,0.0,658,0,wrong,stop
1157,1.0,346,0,correct,stop
1158,1.0,546,0,correct,stop
1159,1.0,727,0,correct,stop
1160,1.0,477,0,correct,stop
1161,0.0,545,0,wrong,stop
1162,1.0,262,0,correct,stop
1163,1.0,402,0,correct,stop
1164,1.0,482,0,correct,stop
1165,1.0,697,0,correct,stop
1166,1.0,829,0,correct,stop
1167,1.0,143,0,correct,stop
1168,1.0,587,0,correct,stop
1169,1.0,485,0,correct,stop
1170,1.0,443,0,correct,stop
1171,1.0,557,0,correct,stop
1172,1.0,382,0,correct,stop
1173,1.0,466,0,correct,stop
1174,1.0,560,0,correct,stop
1175,0.0,406,0,wrong,stop
1176,1.0,778,0,correct,stop
1177,1.0,488,0,correct,stop
1178,1.0,254,0,correct,stop
1179,1.0,426,0,correct,stop
1180,1.0,346,0,correct,stop
1181,1.0,841,0,correct,stop
1182,1.0,417,0,correct,stop
1183,1.0,617,0,correct,stop
1184,1.0,291,0,correct,stop
1185,1.0,686,0,correct,stop
1186,1.0,201,0,correct,stop
1187,1.0,824,0,correct,stop
1188,1.0,522,0,correct,stop
1189,1.0,391,0,correct,stop
1190,1.0,694,0,correct,stop
1191,1.0,290,0,correct,stop
1192,0.0,501,0,wrong,stop
1193,1.0,285,0,correct,stop
1194,1.0,178,0,correct,stop
1195,1.0,364,0,correct,stop
1196,1.0,414,0,correct,stop
1197,1.0,519,0,correct,stop
1198,0.0,472,0,wrong,stop
1199,0.0,511,0,wrong,stop
1200,1.0,437,0,correct,stop
1201,1.0,489,0,correct,stop
1202,1.0,511,0,correct,stop
1203,1.0,499,0,correct,stop
1204,1.0,473,0,correct,stop
1205,1.0,445,0,correct,stop
1206,1.0,390,0,correct,stop
1207,1.0,407,0,correct,stop
1208,1.0,239,0,correct,stop
1209,0.0,542,0,wrong,stop
1210,1.0,227,0,correct,stop
1211,1.0,358,0,correct,stop
1212,1.0,619,0,correct,stop
1213,1.0,525,0,correct,stop
1214,1.0,395,0,correct,stop
1215,1.0,690,0,correct,stop
1216,1.0,593,0,correct,stop
1217,1.0,896,0,correct,stop
1218,1.0,523,0,correct,stop
1219,1.0,356,0,correct,stop
1220,1.0,486,0,correct,stop
1221,1.0,457,0,correct,stop
1222,1.0,248,0,correct,stop
1223,1.0,288,0,correct,stop
1224,1.0,128,0,correct,stop
1225,1.0,688,0,correct,stop
1226,1.0,568,0,correct,stop
1227,1.0,419,0,correct,stop
1228,1.0,278,0,correct,stop
1229,1.0,314,0,correct,stop
1230,1.0,395,0,correct,stop
1231,1.0,515,0,correct,stop
1232,1.0,303,0,correct,stop
1233,1.0,578,0,correct,stop
1234,1.0,489,0,correct,stop
1235,1.0,458,0,correct,stop
1236,1.0,393,0,correct,stop
1237,1.0,350,0,correct,stop
1238,1.0,381,0,correct,stop
1239,1.0,443,0,correct,stop
1240,1.0,696,0,correct,stop
1241,1.0,572,0,correct,stop
1242,1.0,448,0,correct,stop
1243,1.0,297,0,correct,stop
1244,1.0,478,0,correct,stop
1245,1.0,502,0,correct,stop
1246,1.0,510,0,correct,stop
1247,1.0,464,0,correct,stop
1248,1.0,574,0,correct,stop
1249,1.0,508,0,correct,stop
1250,1.0,246,0,correct,stop
1251,0.0,444,0,wrong,stop
1252,1.0,820,0,correct,stop
1253,1.0,374,0,correct,stop
1254,1.0,420,0,correct,stop
1255,1.0,443,0,correct,stop
1256,1.0,530,0,correct,stop
1257,1.0,358,0,correct,stop
1258,1.0,511,0,correct,stop
1259,0.0,471,0,wrong,stop
1260,1.0,313,0,correct,stop
1261,1.0,353,0,correct,stop
1262,1.0,500,0,correct,stop
1263,1.0,465,0,correct,stop
1264,1.0,509,0,correct,stop
1265,0.0,574,0,wrong,stop
1266,1.0,351,0,correct,stop
1267,1.0,366,0,correct,stop
1268,1.0,411,0,correct,stop
1269,1.0,437,0,correct,stop
1270,0.0,392,0,wrong,stop
1271,1.0,547,0,correct,stop
1272,1.0,403,0,correct,stop
1273,1.0,330,0,correct,stop
1274,1.0,435,0,correct,stop
1275,1.0,342,0,correct,stop
1276,1.0,558,0,correct,stop
1277,1.0,308,0,correct,stop
1278,1.0,169,0,correct,stop
1279,1.0,400,0,correct,stop
1280,1.0,253,0,correct,stop
1281,1.0,454,0,correct,stop
1282,1.0,416,0,correct,stop
1283,1.0,308,0,correct,stop
1284,1.0,551,0,correct,stop
1285,1.0,420,0,correct,stop
1286,1.0,266,0,correct,stop
1287,1.0,439,0,correct,stop
1288,0.0,581,0,wrong,stop
1289,1.0,366,0,correct,stop
1290,1.0,228,0,correct,stop
1291,1.0,282,0,correct,stop
1292,1.0,434,0,correct,stop
1293,1.0,404,0,correct,stop
1294,1.0,518,0,correct,stop
1295,0.0,512,0,wrong,stop
1296,1.0,326,0,correct,stop
1297,1.0,516,0,correct,stop
1298,1.0,506,0,correct,stop
1299,1.0,203,0,correct,stop
1300,1.0,611,0,correct,stop
1301,1.0,554,0,correct,stop
1302,1.0,362,0,correct,stop
1303,0.0,465,0,wrong,stop
1304,0.0,237,0,wrong,stop
1305,1.0,300,0,correct,stop
1306,1.0,731,0,correct,stop
1307,1.0,269,0,correct,stop
1308,1.0,218,0,correct,stop
1309,0.0,501,0,wrong,stop
1310,1.0,1060,0,correct,stop
1311,1.0,302,0,correct,stop
1312,1.0,415,0,correct,stop
1313,1.0,505,0,correct,stop
1314,1.0,521,0,correct,stop
1315,1.0,332,0,correct,stop
1316,1.0,442,0,correct,stop
1317,1.0,595,0,correct,stop
1318,1.0,291,0,correct,stop
